CUSEC;COD_POSTAL;yieldPisos;yieldCasas
4010401001;40151;++;--
4010501001;40130;++;-
4010601001;40445;-;++
4010701001;40146;=;-
4010801001;40236;++;+
4010901001;40556;++;++
4011001001;40352;=;=
4011101001;40142;++;-
4011201001;40196;-;=
4011201002;40196;-;=
4011301001;40420;++;--
4011501001;40554;++;++
4011801001;40133;-;=
4011901001;40130;++;-
4012001001;40466;++;++
4012101001;40446;+;=
4012201001;40142;++;-
4012301001;40163;++;--
4012401001;40214;++;+
4012501001;40175;++;=
4012601001;40444;-;++
4012701001;40234;++;+
4012801001;40441;-;++
4012901001;40468;++;++
4013001001;40542;++;++
4013101001;40142;++;-
4013201001;40542;++;++
4013401001;40250;-;=
4013501001;40146;=;-
4013601001;40183;++;--
4013801001;40450;+;=
4013801002;40450;+;=
4013901001;40161;+;=
4014001001;40331;=;+
4014101001;40280;-;=
4014201001;40531;++;=
4014301001;40532;++;=
4014401001;40532;++;=
4014501001;40470;++;++
4014601001;40408;++;++
4014801001;40447;+;=
4014901001;40220;++;+
4015001001;40176;++;=
4015101001;40495;++;++
4015201001;40422;--;=
4015401001;40567;=;++
4015501001;40194;=;=
4015501002;40194;=;=
4015601001;40172;++;=
4015701001;40181;++;--
4015801001;40354;=;=
4015901001;40296;++;+
4016001001;40280;-;=
4016101001;40540;++;++
4016201001;40165;++;-
4016301001;40184;++;--
4016401001;40466;++;++
4016501001;40184;++;--
4016601001;40216;++;+
4016801001;40529;++;=
4017001001;40510;++;+
4017101001;40513;++;+
4017201001;40515;++;--
4017301001;40290;++;=
4017401001;40237;++;+
4017601001;40442;-;++
4017701001;40212;++;+
4017801001;40465;++;++
4017901001;40297;++;+
4018001001;40134;-;=
4018101001;40100;=;++
4018101002;40100;=;++
4018101003;40100;=;++
4018102001;40109;=;++
4018201001;40295;++;=
4018301001;40332;=;+
4018401001;40389;++;--
4018501001;40449;+;=
4018601001;40310;++;++
4018801001;40171;++;--
4018901001;40460;++;++
4019001001;40180;++;++
4019101001;40590;++;=
4019201001;40351;=;=
4019301001;40380;++;-
4019401001;40003;--;=
4019401002;40003;--;=
4019401003;40003;--;=
4019401004;40003;--;=
4019401005;40003;--;=
4019402001;40002;=;++
4019402002;40002;=;++
4019403001;40003;--;=
4019403002;40003;--;=
4019403003;40003;--;=
4019403004;40003;--;=
4019403005;40003;--;=
4019403006;40003;--;=
4019403007;40003;--;=
4019403008;40003;--;=
4019403009;40003;--;=
4019404001;40002;=;++
4019404002;40002;=;++
4019404003;40002;=;++
4019404004;40002;=;++
4019404005;40002;=;++
4019404006;40002;=;++
4019404007;40002;=;++
4019404008;40002;=;++
4019404009;40002;=;++
4019404010;40002;=;++
4019405001;40004;--;--
4019405002;40004;--;--
4019405003;40004;--;--
4019405004;40004;--;--
4019405005;40004;--;--
4019405006;40004;--;--
4019405007;40004;--;--
4019405008;40004;--;--
4019406001;40004;--;--
4019406002;40004;--;--
4019406003;40004;--;--
4019406004;40004;--;--
4019406005;40004;--;--
4019407001;40003;--;=
4019407002;40003;--;=
4019407003;40003;--;=
4019407004;40003;--;=
4019501001;40300;++;+
4019601001;40517;++;--
4019801001;40311;++;++
4019901001;40170;++;--
4020001001;40291;++;=
4020101001;40467;++;++
4020201001;40313;++;=
4020301001;40160;+;=
4020401001;40359;=;=
4020501001;40192;++;=
4020601001;40171;++;--
4020701001;40194;=;=
4020801001;40370;++;-
4021001001;40317;=;+
4021101001;40423;-;+
4021201001;40542;++;++
4021301001;40185;++;--
4021401001;40390;++;--
4021501001;40314;++;=
4021601001;40140;-;=
4021801001;40331;=;+
4021901001;40213;++;+
4022001001;40174;++;=
4022101001;40176;++;=
4022201001;40395;++;=
4022301001;40423;-;+
4022401001;40165;++;-
4022501001;40150;=;-
4022801001;40219;++;+
4022901001;40541;++;++
4023001001;40496;++;++
4023101001;40493;++;+
4023301001;40152;++;=
4023401001;40293;++;=
4090101001;40421;++;-
4090201001;40354;=;=
4090301001;40130;++;-
4090401001;40420;++;--
4090501001;40239;++;+
4090601001;40197;-;=
4090601002;40197;-;=
4100101001;41550;--;-
4100102001;41550;--;-
4100201001;41380;++;=
4100201002;41380;++;=
4100301001;41809;++;=
4100301002;41809;++;=
4100401002;41500;=;=
4100401003;41500;=;=
4100402001;41500;=;=
4100402003;41500;=;=
4100402004;41500;=;=
4100402005;41500;=;=
4100402006;41500;=;=
4100403001;41500;=;=
4100403002;41500;=;=
4100403003;41500;=;=
4100403004;41500;=;=
4100403005;41500;=;=
4100403006;41500;=;=
4100403007;41500;=;=
4100403008;41500;=;=
4100403009;41500;=;=
4100403010;41500;=;=
4100403011;41500;=;=
4100404001;41500;=;=
4100404002;41500;=;=
4100404003;41500;=;=
4100404004;41500;=;=
4100404005;41500;=;=
4100404006;41500;=;=
4100404007;41500;=;=
4100404008;41500;=;=
4100404009;41500;=;=
4100404010;41500;=;=
4100404012;41500;=;=
4100404013;41500;=;=
4100404014;41500;=;=
4100404015;41500;=;=
4100404016;41500;=;=
4100404017;41500;=;=
4100404018;41500;=;=
4100404019;41500;=;=
4100404020;41500;=;=
4100404021;41500;=;=
4100404022;41500;=;=
4100404023;41500;=;=
4100404024;41500;=;=
4100404025;41500;=;=
4100404026;41500;=;=
4100404027;41500;=;=
4100404028;41500;=;=
4100404029;41500;=;=
4100404030;41500;=;=
4100404031;41500;=;=
4100501001;41200;=;=
4100501002;41200;=;=
4100502001;41200;=;=
4100502002;41200;=;=
4100502003;41200;=;=
4100502004;41200;=;=
4100502005;41200;=;=
4100601001;41449;++;=
4100602001;41449;++;=
4100602002;41449;++;=
4100701001;41980;+;=
4100701002;41980;+;=
4100701004;41980;+;=
4100702001;41980;+;=
4100702002;41980;+;=
4100702003;41980;+;=
4100702004;41980;+;=
4100702005;41980;+;=
4100702006;41980;+;=
4100702007;41980;+;=
4100801001;41661;++;++
4100901001;41240;++;=
4100901002;41240;++;=
4101001001;41111;--;-
4101001002;41111;--;-
4101001003;41111;--;-
4101101001;41600;++;-
4101101002;41600;++;-
4101101003;41600;++;-
4101101004;41600;++;-
4101102002;41600;++;-
4101102003;41600;++;-
4101103001;41600;++;-
4101103003;41600;++;-
4101103004;41600;++;-
4101104001;41600;++;-
4101104002;41600;++;-
4101104003;41600;++;-
4101201001;41849;=;-
4101201002;41849;=;-
4101201003;41849;=;-
4101301001;41870;++;-
4101301002;41870;++;-
4101302001;41870;++;-
4101302002;41870;++;-
4101401001;41570;++;=
4101401002;41570;++;=
4101501001;41805;=;-
4101501002;41805;=;-
4101502001;41805;=;-
4101502002;41805;=;-
4101502003;41805;=;-
4101601001;41110;++;=
4101601002;41110;++;=
4101601003;41110;++;=
4101601004;41110;++;=
4101602001;41110;++;=
4101602002;41110;++;=
4101701001;41930;=;=
4101701002;41930;=;=
4101701003;41930;=;=
4101701004;41930;=;=
4101701005;41930;=;=
4101701006;41930;=;=
4101701007;41930;=;=
4101701008;41930;=;=
4101701009;41930;=;=
4101701010;41930;=;=
4101701011;41930;=;=
4101701012;41930;=;=
4101701013;41930;=;=
4101801001;41310;-;+
4101801002;41310;-;+
4101801003;41310;-;+
4101801004;41310;-;+
4101801005;41310;-;+
4101801006;41310;-;+
4101801007;41310;-;+
4101801008;41310;-;+
4101901001;41220;+;+
4101901002;41220;+;+
4101901003;41220;+;+
4101901004;41220;+;+
4102001001;41730;=;=
4102001002;41730;=;=
4102001003;41730;=;=
4102002001;41730;=;=
4102002002;41730;=;=
4102002003;41730;=;=
4102002005;41730;=;=
4102002006;41730;=;=
4102002007;41730;=;=
4102002008;41730;=;=
4102101001;41900;-;=
4102101002;41900;-;=
4102101003;41900;-;=
4102101004;41900;-;=
4102101005;41900;-;=
4102101006;41900;-;=
4102102001;41900;-;=
4102102002;41900;-;=
4102102003;41900;-;=
4102102004;41900;-;=
4102102005;41900;-;=
4102102006;41900;-;=
4102102007;41900;-;=
4102102008;41900;-;=
4102103001;41900;-;=
4102103002;41900;-;=
4102104001;41900;-;=
4102104002;41900;-;=
4102201001;41429;++;=
4102201002;41429;++;=
4102202001;41429;++;=
4102202002;41429;++;=
4102301001;41320;+;=
4102301002;41320;+;=
4102301003;41320;+;=
4102301004;41320;+;=
4102302001;41320;+;=
4102302002;41320;+;=
4102302003;41320;+;=
4102401001;41410;=;-
4102401002;41410;=;-
4102402001;41410;=;-
4102403001;41410;=;-
4102404001;41410;=;-
4102404002;41410;=;-
4102404003;41410;=;-
4102404004;41410;=;-
4102404005;41410;=;-
4102404006;41410;=;-
4102404007;41410;=;-
4102405001;41410;=;-
4102405002;41410;=;-
4102405003;41410;=;-
4102405004;41410;=;-
4102405005;41410;=;-
4102405006;41410;=;-
4102406001;41410;=;-
4102406002;41410;=;-
4102406003;41410;=;-
4102406004;41410;=;-
4102501001;41820;--;+
4102502001;41820;--;+
4102601001;41580;--;++
4102601002;41580;--;++
4102602001;41580;--;++
4102602002;41580;--;++
4102701001;41230;++;-
4102702001;41230;++;-
4102702002;41230;++;-
4102801001;41908;+;=
4102801002;41908;+;=
4102901001;41950;=;=
4102901002;41950;=;=
4102901003;41950;=;=
4102901004;41950;=;=
4102901005;41950;=;=
4102901006;41950;=;=
4102901007;41950;=;=
4102901008;41950;=;=
4102901009;41950;=;=
4102901010;41950;=;=
4102901011;41950;=;=
4102901012;41950;=;=
4103001001;41810;++;--
4103101001;41890;++;=
4103201001;41370;+;=
4103201003;41370;+;=
4103202001;41370;+;=
4103202002;41370;+;=
4103301001;41450;--;=
4103301002;41450;--;=
4103302001;41450;--;=
4103303002;41450;--;=
4103304001;41450;--;=
4103401001;41100;=;=
4103401002;41100;=;=
4103401003;41100;=;=
4103401004;41100;=;=
4103401005;41100;=;=
4103401006;41100;=;=
4103401007;41100;=;=
4103401008;41100;=;=
4103401009;41100;=;=
4103401010;41100;=;=
4103402001;41100;=;=
4103402002;41100;=;=
4103403001;41100;=;=
4103403002;41100;=;=
4103403003;41100;=;=
4103403004;41100;=;=
4103403005;41100;=;=
4103403006;41100;=;=
4103501001;41780;++;=
4103601001;41760;++;=
4103601002;41760;++;=
4103602001;41760;++;=
4103602002;41760;++;=
4103602003;41760;++;=
4103701001;41657;++;--
4103702001;41657;++;--
4103801001;41701;-;-
4103801002;41701;-;-
4103801003;41701;-;-
4103801004;41701;-;-
4103801005;41701;-;-
4103801006;41701;-;-
4103801007;41701;-;-
4103801008;41701;-;-
4103802001;41701;-;-
4103802002;41701;-;-
4103802003;41701;-;-
4103802004;41701;-;-
4103802005;41701;-;-
4103802006;41701;-;-
4103802007;41701;-;-
4103802008;41701;-;-
4103802009;41701;-;-
4103802010;41701;-;-
4103802011;41701;-;-
4103802012;41701;-;-
4103803001;41702;-;-
4103803002;41702;-;-
4103803003;41702;-;-
4103803004;41702;-;-
4103803005;41702;-;-
4103803006;41702;-;-
4103803007;41702;-;-
4103803008;41702;-;-
4103803009;41702;-;-
4103803010;41702;-;-
4103803011;41702;-;-
4103803012;41702;-;-
4103803013;41702;-;-
4103803014;41702;-;-
4103803015;41702;-;-
4103803016;41702;-;-
4103804001;41701;-;-
4103804002;41701;-;-
4103804003;41701;-;-
4103804004;41701;-;-
4103804005;41701;-;-
4103804006;41701;-;-
4103804007;41701;-;-
4103804008;41701;-;-
4103804009;41701;-;-
4103804010;41701;-;-
4103804011;41701;-;-
4103804012;41701;-;-
4103804013;41701;-;-
4103804014;41701;-;-
4103804015;41701;-;-
4103804016;41701;-;-
4103804017;41701;-;-
4103804018;41701;-;-
4103804019;41701;-;-
4103804020;41701;-;-
4103804021;41701;-;-
4103805001;41089;-;=
4103805002;41089;-;=
4103805003;41089;-;=
4103805004;41089;-;=
4103805005;41089;-;=
4103805006;41089;-;=
4103805007;41089;-;=
4103805008;41089;-;=
4103805009;41089;-;=
4103805010;41089;-;=
4103805011;41089;-;=
4103805012;41089;-;=
4103805013;41089;-;=
4103805014;41089;-;=
4103805015;41089;-;=
4103805016;41089;-;=
4103805017;41089;-;=
4103805018;41089;-;=
4103805019;41089;-;=
4103805020;41089;-;=
4103805021;41089;-;=
4103805022;41089;-;=
4103805023;41089;-;=
4103805024;41089;-;=
4103805025;41089;-;=
4103805026;41089;-;=
4103901001;41400;=;--
4103901002;41400;=;--
4103901003;41400;=;--
4103901004;41400;=;--
4103901005;41400;=;--
4103901006;41400;=;--
4103901007;41400;=;--
4103901008;41400;=;--
4103901009;41400;=;--
4103901010;41400;=;--
4103902002;41400;=;--
4103902003;41400;=;--
4103902004;41400;=;--
4103902005;41400;=;--
4103903001;41400;=;--
4103903002;41400;=;--
4103903003;41400;=;--
4103903004;41400;=;--
4103903005;41400;=;--
4103903006;41400;=;--
4103903007;41400;=;--
4103904001;41400;=;--
4103904002;41400;=;--
4103904004;41400;=;--
4103904005;41400;=;--
4103904006;41400;=;--
4103904007;41400;=;--
4103905001;41400;=;--
4103905002;41400;=;--
4103905003;41400;=;--
4104001001;41807;=;=
4104001002;41807;=;=
4104001003;41807;=;=
4104001004;41807;=;=
4104001005;41807;=;=
4104001006;41807;=;=
4104001007;41807;=;=
4104001008;41807;=;=
4104001009;41807;=;=
4104101001;41560;+;--
4104101002;41560;+;--
4104102001;41560;+;--
4104102002;41560;+;--
4104103001;41560;+;--
4104103002;41560;+;--
4104104001;41560;+;--
4104104002;41560;+;--
4104201001;41420;++;--
4104202001;41420;++;--
4104202002;41420;++;--
4104203001;41420;++;--
4104203002;41420;++;--
4104301001;41888;++;+
4104401001;41110;++;=
4104401002;41110;++;=
4104401003;41110;++;=
4104401004;41110;++;=
4104401005;41110;++;=
4104401006;41110;++;=
4104401007;41110;++;=
4104501001;41860;++;=
4104501002;41860;++;=
4104502001;41860;++;=
4104502002;41860;++;=
4104502003;41860;++;=
4104601001;41565;++;=
4104602001;41565;++;=
4104701001;41960;++;=
4104701002;41960;++;=
4104701003;41960;++;=
4104701004;41960;++;=
4104701005;41960;++;=
4104701006;41960;++;=
4104701007;41960;++;=
4104801001;41390;++;++
4104802001;41390;++;++
4104803001;41390;++;++
4104901001;41210;-;=
4104901002;41210;-;=
4104901003;41210;-;=
4104901004;41210;-;=
4104901005;41210;-;=
4104901006;41210;-;=
4104901007;41210;-;=
4105001001;41567;++;=
4105002001;41567;++;=
4105002002;41567;++;=
4105003001;41567;++;=
4105003002;41567;++;=
4105101001;41830;-;-
4105101002;41830;-;-
4105201001;41630;++;++
4105201002;41630;++;++
4105301001;41740;-;=
4105301003;41740;-;=
4105301004;41740;-;=
4105301005;41740;-;=
4105301006;41740;-;=
4105302001;41740;-;=
4105302002;41740;-;=
4105302003;41740;-;=
4105302004;41740;-;=
4105303001;41740;-;=
4105303002;41740;-;=
4105303003;41740;-;=
4105304001;41740;-;=
4105304002;41740;-;=
4105304007;41740;-;=
4105304008;41740;-;=
4105304009;41740;-;=
4105304010;41740;-;=
4105401001;41564;++;++
4105501001;41440;=;=
4105501002;41440;=;=
4105501003;41440;=;=
4105501004;41440;=;=
4105501005;41440;=;=
4105501006;41440;=;=
4105502001;41440;=;=
4105502002;41440;=;=
4105502003;41440;=;=
4105502004;41440;=;=
4105502005;41440;=;=
4105502006;41440;=;=
4105502007;41440;=;=
4105503001;41440;=;=
4105503002;41440;=;=
4105503003;41440;=;=
4105503004;41440;=;=
4105601002;41430;++;=
4105601003;41430;++;=
4105601004;41430;++;=
4105701001;41898;-;=
4105801001;41510;=;--
4105801003;41510;=;--
4105801004;41510;=;--
4105802001;41510;=;--
4105802002;41510;=;--
4105802003;41510;=;--
4105802004;41510;=;--
4105802005;41510;=;--
4105803001;41510;=;--
4105803002;41510;=;--
4105803003;41510;=;--
4105803004;41510;=;--
4105803005;41510;=;--
4105803006;41510;=;--
4105803007;41510;=;--
4105901001;41927;=;=
4105901002;41927;=;=
4105901003;41927;=;=
4105901004;41927;=;=
4105901005;41927;=;=
4105901006;41927;=;=
4105901007;41927;=;=
4105901008;41927;=;=
4105901009;41927;=;=
4105901010;41927;=;=
4105901011;41927;=;=
4105901012;41927;=;=
4105901014;41927;=;=
4105901015;41927;=;=
4105901016;41927;=;=
4105901017;41927;=;=
4105901018;41927;=;=
4105901019;41927;=;=
4105901020;41927;=;=
4105901021;41927;=;=
4105901022;41927;=;=
4105901023;41927;=;=
4105901024;41927;=;=
4105901025;41927;=;=
4105901026;41927;=;=
4106001001;41620;-;-
4106001002;41620;-;-
4106001003;41620;-;-
4106002001;41620;-;-
4106002002;41620;-;-
4106003001;41620;-;-
4106003002;41620;-;-
4106003003;41620;-;-
4106003004;41620;-;-
4106003005;41620;-;-
4106003006;41620;-;-
4106003007;41620;-;-
4106101001;41569;++;=
4106101002;41569;++;=
4106201001;41658;++;--
4106201002;41658;++;--
4106301001;41750;++;++
4106301002;41750;++;++
4106401001;41770;++;=
4106401002;41770;++;=
4106402001;41770;++;=
4106402002;41770;++;=
4106402003;41770;++;=
4106403001;41770;++;=
4106501001;41530;=;--
4106501002;41530;=;--
4106501003;41530;=;--
4106501004;41530;=;--
4106501005;41530;=;--
4106502001;41530;=;--
4106502002;41530;=;--
4106502003;41530;=;--
4106502004;41530;=;--
4106502005;41530;=;--
4106502006;41530;=;--
4106503001;41530;=;--
4106503002;41530;=;--
4106503003;41530;=;--
4106503005;41530;=;--
4106503006;41530;=;--
4106504001;41530;=;--
4106504002;41530;=;--
4106504003;41530;=;--
4106504004;41530;=;--
4106505001;41530;=;--
4106601001;41460;--;=
4106602001;41460;--;=
4106701001;41804;-;=
4106701002;41804;-;=
4106701003;41804;-;=
4106702001;41804;-;=
4106702002;41804;-;=
4106801001;41640;--;=
4106801002;41640;--;=
4106801003;41640;--;=
4106802001;41640;--;=
4106802002;41640;--;=
4106803001;41640;--;=
4106803002;41640;--;=
4106804001;41640;--;=
4106804002;41640;--;=
4106804003;41640;--;=
4106805001;41640;--;=
4106805002;41640;--;=
4106805003;41640;--;=
4106901001;41720;=;=
4106901002;41720;=;=
4106901003;41720;=;=
4106901004;41720;=;=
4106901005;41720;=;=
4106902001;41720;=;=
4106902002;41720;=;=
4106902003;41720;=;=
4106902004;41720;=;=
4106902005;41720;=;=
4106902006;41720;=;=
4106903001;41720;=;=
4106903002;41720;=;=
4106903003;41720;=;=
4106903004;41720;=;=
4106903005;41720;=;=
4106903006;41720;=;=
4106904001;41720;=;=
4106904002;41720;=;=
4106904003;41720;=;=
4106904004;41720;=;=
4106904005;41720;=;=
4106904006;41720;=;=
4106904007;41720;=;=
4107001001;41928;--;=
4107001002;41928;--;=
4107001003;41928;--;=
4107001004;41928;--;=
4107001005;41928;--;=
4107101001;41610;++;--
4107101002;41610;++;--
4107102001;41610;++;--
4107102002;41610;++;--
4107103001;41610;++;--
4107103002;41610;++;--
4107201001;41566;++;=
4107201002;41566;++;=
4107201003;41566;++;=
4107301001;41360;+;=
4107301002;41360;+;=
4107401001;41470;++;+
4107401002;41470;++;+
4107501001;41840;=;++
4107501002;41840;=;++
4107501003;41840;=;++
4107501004;41840;=;++
4107501005;41840;=;++
4107501006;41840;=;++
4107501007;41840;=;++
4107501008;41840;=;++
4107501009;41840;=;++
4107601001;41670;++;++
4107601002;41670;++;++
4107701001;41540;++;=
4107701002;41540;++;=
4107702001;41540;++;=
4107702002;41540;++;=
4107702003;41540;++;=
4107702004;41540;++;=
4107703001;41540;++;=
4107703002;41540;++;=
4107801001;41479;++;=
4107802001;41479;++;=
4107802002;41479;++;=
4107901001;41130;-;=
4107901002;41130;-;=
4107901003;41130;-;=
4107901004;41130;-;=
4107901005;41130;-;=
4107901006;41130;-;=
4107901007;41130;-;=
4108001001;41250;++;++
4108101001;41309;=;=
4108101002;41309;=;=
4108101003;41309;=;=
4108101004;41309;=;=
4108101005;41309;=;=
4108101006;41309;=;=
4108102001;41300;=;+
4108102002;41300;=;+
4108102003;41300;=;+
4108102004;41300;=;+
4108102005;41300;=;+
4108102006;41300;=;+
4108102007;41300;=;+
4108102008;41300;=;+
4108102009;41300;=;+
4108102010;41300;=;+
4108102011;41300;=;+
4108102012;41300;=;+
4108102013;41300;=;+
4108102014;41300;=;+
4108102015;41300;=;+
4108102016;41300;=;+
4108102017;41300;=;+
4108102018;41300;=;+
4108201001;41590;++;=
4108201002;41590;++;=
4108201003;41590;++;=
4108301001;41880;++;-
4108401001;41568;++;=
4108402001;41568;++;=
4108501001;41909;++;=
4108501002;41909;++;=
4108501003;41909;++;=
4108601001;41920;-;-
4108601002;41920;-;-
4108601003;41920;-;-
4108602001;41920;-;-
4108602002;41920;-;-
4108603001;41920;-;-
4108603002;41920;-;-
4108603003;41920;-;-
4108603004;41920;-;-
4108603005;41920;-;-
4108603006;41920;-;-
4108604001;41920;-;-
4108604002;41920;-;-
4108604003;41920;-;-
4108604004;41920;-;-
4108604005;41920;-;-
4108701001;41800;=;=
4108701002;41800;=;=
4108701003;41800;=;=
4108701004;41800;=;=
4108701005;41800;=;=
4108702001;41800;=;=
4108702002;41800;=;=
4108702003;41800;=;=
4108702004;41800;=;=
4108801001;41388;++;++
4108901001;41970;+;-
4108902001;41015;++;++
4108902002;41015;++;++
4108902003;41015;++;++
4108902004;41015;++;++
4109001001;41650;++;-
4109001002;41650;++;-
4109001003;41650;++;-
4109001004;41650;++;-
4109101001;41003;=;-
4109101002;41003;=;-
4109101003;41003;=;-
4109101004;41003;=;-
4109101005;41003;=;-
4109101006;41003;=;-
4109101007;41003;=;-
4109101008;41003;=;-
4109101009;41003;=;-
4109101010;41003;=;-
4109101011;41003;=;-
4109101012;41003;=;-
4109101013;41003;=;-
4109101014;41003;=;-
4109101016;41003;=;-
4109101017;41003;=;-
4109101018;41003;=;-
4109101019;41003;=;-
4109101020;41003;=;-
4109101021;41003;=;-
4109101022;41003;=;-
4109101023;41003;=;-
4109101024;41003;=;-
4109101025;41003;=;-
4109101026;41003;=;-
4109101027;41003;=;-
4109101028;41003;=;-
4109101029;41003;=;-
4109101030;41003;=;-
4109101032;41003;=;-
4109101033;41003;=;-
4109101034;41003;=;-
4109101035;41003;=;-
4109101037;41003;=;-
4109101038;41003;=;-
4109101039;41003;=;-
4109101040;41003;=;-
4109101041;41003;=;-
4109101042;41003;=;-
4109101043;41003;=;-
4109101045;41003;=;-
4109101046;41003;=;-
4109101047;41003;=;-
4109101048;41003;=;-
4109101049;41003;=;-
4109101050;41003;=;-
4109101051;41003;=;-
4109102001;41009;=;=
4109102002;41009;=;=
4109102003;41009;=;=
4109102004;41009;=;=
4109102005;41009;=;=
4109102006;41009;=;=
4109102007;41009;=;=
4109102008;41009;=;=
4109102009;41009;=;=
4109102010;41009;=;=
4109102011;41009;=;=
4109102012;41009;=;=
4109102013;41009;=;=
4109102014;41009;=;=
4109102015;41009;=;=
4109102016;41009;=;=
4109102017;41009;=;=
4109102018;41009;=;=
4109102019;41009;=;=
4109102020;41009;=;=
4109102021;41009;=;=
4109102022;41009;=;=
4109102023;41009;=;=
4109102024;41009;=;=
4109102025;41009;=;=
4109102026;41009;=;=
4109102027;41009;=;=
4109102028;41009;=;=
4109102029;41009;=;=
4109102030;41009;=;=
4109102031;41009;=;=
4109102032;41009;=;=
4109102033;41009;=;=
4109102036;41009;=;=
4109102038;41009;=;=
4109102039;41009;=;=
4109102040;41009;=;=
4109102041;41009;=;=
4109102042;41009;=;=
4109102043;41009;=;=
4109102044;41009;=;=
4109102045;41009;=;=
4109102047;41009;=;=
4109102048;41009;=;=
4109102049;41009;=;=
4109102050;41009;=;=
4109102051;41009;=;=
4109102052;41009;=;=
4109102053;41009;=;=
4109102054;41009;=;=
4109102055;41009;=;=
4109102056;41009;=;=
4109102057;41009;=;=
4109102058;41009;=;=
4109102060;41009;=;=
4109102061;41009;=;=
4109102063;41009;=;=
4109102064;41009;=;=
4109102065;41009;=;=
4109102066;41009;=;=
4109102067;41009;=;=
4109103001;41003;=;-
4109103002;41003;=;-
4109103003;41003;=;-
4109103004;41003;=;-
4109103005;41003;=;-
4109103006;41003;=;-
4109103007;41003;=;-
4109103008;41003;=;-
4109103009;41003;=;-
4109103010;41003;=;-
4109103011;41003;=;-
4109103012;41003;=;-
4109103013;41003;=;-
4109103014;41003;=;-
4109103015;41003;=;-
4109103016;41003;=;-
4109103017;41003;=;-
4109103019;41003;=;-
4109103020;41003;=;-
4109103021;41003;=;-
4109103022;41003;=;-
4109103023;41003;=;-
4109103024;41003;=;-
4109103025;41003;=;-
4109103026;41003;=;-
4109103027;41003;=;-
4109103028;41003;=;-
4109103029;41003;=;-
4109103030;41003;=;-
4109103031;41003;=;-
4109103032;41003;=;-
4109103033;41003;=;-
4109103034;41003;=;-
4109103035;41003;=;-
4109103036;41003;=;-
4109103037;41003;=;-
4109103038;41003;=;-
4109103039;41003;=;-
4109103040;41003;=;-
4109103041;41003;=;-
4109103042;41003;=;-
4109104001;41006;=;-
4109104002;41006;=;-
4109104003;41006;=;-
4109104004;41006;=;-
4109104005;41006;=;-
4109104006;41006;=;-
4109104007;41006;=;-
4109104008;41006;=;-
4109104009;41006;=;-
4109104010;41006;=;-
4109104011;41006;=;-
4109104012;41006;=;-
4109104013;41006;=;-
4109104014;41006;=;-
4109104015;41006;=;-
4109104016;41006;=;-
4109104017;41006;=;-
4109104018;41006;=;-
4109104019;41006;=;-
4109104020;41006;=;-
4109104021;41006;=;-
4109104022;41006;=;-
4109104023;41006;=;-
4109104024;41006;=;-
4109104025;41006;=;-
4109104026;41006;=;-
4109104027;41006;=;-
4109104028;41006;=;-
4109104029;41006;=;-
4109104030;41006;=;-
4109104031;41006;=;-
4109104032;41006;=;-
4109104033;41006;=;-
4109104034;41006;=;-
4109104035;41006;=;-
4109104036;41006;=;-
4109104037;41006;=;-
4109104038;41006;=;-
4109104039;41006;=;-
4109104040;41006;=;-
4109104041;41006;=;-
4109104042;41006;=;-
4109104043;41006;=;-
4109104044;41006;=;-
4109104045;41006;=;-
4109104046;41006;=;-
4109104047;41006;=;-
4109104048;41006;=;-
4109104049;41006;=;-
4109104050;41006;=;-
4109104052;41006;=;-
4109104053;41006;=;-
4109104054;41006;=;-
4109104055;41006;=;-
4109104056;41006;=;-
4109104057;41006;=;-
4109104058;41006;=;-
4109104059;41006;=;-
4109104060;41006;=;-
4109104061;41006;=;-
4109104062;41006;=;-
4109104063;41006;=;-
4109104064;41006;=;-
4109104065;41006;=;-
4109104066;41006;=;-
4109104067;41006;=;-
4109104068;41006;=;-
4109104069;41006;=;-
4109104070;41006;=;-
4109105001;41004;=;++
4109105002;41004;=;++
4109105003;41004;=;++
4109105004;41004;=;++
4109105005;41004;=;++
4109105006;41004;=;++
4109105007;41004;=;++
4109105008;41004;=;++
4109105009;41004;=;++
4109105010;41004;=;++
4109105011;41004;=;++
4109105012;41004;=;++
4109105013;41004;=;++
4109105014;41004;=;++
4109105015;41004;=;++
4109105016;41004;=;++
4109105017;41004;=;++
4109105018;41004;=;++
4109105019;41004;=;++
4109105020;41004;=;++
4109105021;41004;=;++
4109105022;41004;=;++
4109105023;41004;=;++
4109105024;41004;=;++
4109105025;41004;=;++
4109105027;41004;=;++
4109105029;41004;=;++
4109105030;41004;=;++
4109105031;41004;=;++
4109105032;41004;=;++
4109105033;41004;=;++
4109105034;41004;=;++
4109105035;41004;=;++
4109105036;41004;=;++
4109105037;41004;=;++
4109105038;41004;=;++
4109105039;41004;=;++
4109105040;41004;=;++
4109105041;41004;=;++
4109105042;41004;=;++
4109105043;41004;=;++
4109105044;41004;=;++
4109105045;41004;=;++
4109105046;41004;=;++
4109105047;41004;=;++
4109105048;41004;=;++
4109105049;41004;=;++
4109105050;41004;=;++
4109105051;41004;=;++
4109105052;41004;=;++
4109105054;41004;=;++
4109105055;41004;=;++
4109105056;41004;=;++
4109105057;41004;=;++
4109106001;41010;=;-
4109106002;41010;=;-
4109106003;41010;=;-
4109106004;41010;=;-
4109106005;41010;=;-
